0	0
0.01	2.6595153855114586
0.02	10.404178836395511
0.03	22.909306642241418
0.04	39.86989310399779
0.05	60.999285935173646
0.06	86.02812893642584
0.07	114.703326013017
0.08	146.78702505028178
0.09	182.0556246541009
0.1	220.3001894251856
0.11	261.3235178012267
0.12	304.9399576517051
0.13	350.9748482954086
0.14	399.26692446419815
0.15	449.66068431752177
0.16	502.0134438475138
0.17	556.1884031121706
0.18	612.060664805721
0.19	669.5079727939637
0.2	728.4196379055716
0.21	788.6911786689817
0.22	850.2228765462123
0.23	912.9212923849642
0.24	976.6994671742725
0.25	1041.4754942228508
0.26	1107.1721347469017
0.27	1173.7165607851855
0.28	1241.0434493936007
0.29	1309.0888103440839
0.3	1377.7916549787533
0.31	1447.0917423118833
0.32	1516.9446971603268
0.33	1587.2981561358981
0.34	1658.0981612529374
0.35	1729.315515011894
0.36	1800.8931424555592
0.37	1872.809571412934
0.38	1945.0111460680896
0.39	2017.483982360799
0.4	2090.1733101853238
0.41	2163.07616271904
0.42	2236.1370790015258
0.43	2309.347479266185
0.44	2382.687704521413
0.45	2456.109577061558
0.46	2529.6161130426335
0.47	2603.1919423433555
0.48	2676.7848024278023
0.49	2750.3946932959752
0.5	2824.036564529496
0.51	2897.663470124093
0.52	2971.241487095756
0.53	3044.770615444486
0.54	3118.2508551702826
0.55	3191.69321057026
0.56	3265.0534595831746
0.57	3338.3083365505117
0.58	3411.4578414722746
0.59	3484.501974348462
0.6	3557.4420531310857
0.61	3630.2763552461906
0.62	3702.9648732292585
0.63	3775.5071446432457
0.64	3847.903169488152
0.65	3920.152947763978
0.66	3992.2585484007104
0.67	4064.2013991529757
0.68	4135.971826926281
0.69	4207.569831720626
0.7	4278.995413536011
0.71	4350.2504570089395
0.72	4421.323527360617
0.73	4492.207192301927
0.74	4562.901451832868
0.75	4633.406305953443
0.76	4703.72328165616
0.77	4773.843679916317
0.78	4843.763276886812
0.79	4913.482072567639
0.8	4983.000066958801
0.81	5052.3184245352
0.82	5121.431115173338
0.83	5190.335562769098
0.84	5259.031767322482
0.85	5327.519728833485
0.86	5395.8002671128015
0.87	5463.870090553617
0.88	5531.7271987158365
0.89	5599.371591599463
0.9	5666.803269204494
0.91	5734.022592122131
0.92	5801.028788434716
0.93	5867.820077953984
0.94	5934.396460679934
0.95	6000.7579366125665
0.96	6066.9045057518815
0.97	6132.835586160809
0.98	6198.551316876381
0.99	6264.05176279564
1	6329.336923918581
